Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,
SAN LUIS,Ayacucho,Río Juan Gómez,74007010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,76,76,
SAN LUIS,Ayacucho,San Francisco del Monte de Oro,74007070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.435,1.435,
SAN LUIS,Ayacucho,San Miguel,74007070,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
SAN LUIS,Ayacucho,Pampa Grande,74007010,- 0,- 0,- 0,2,- 0,- 0,- 0,- 0,2,
SAN LUIS,Ayacucho,Lomas Blancas,74007010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,21,21,
SAN LUIS,Belgrano,La Calera,74014010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,392,392,
SAN LUIS,Belgrano,Los Molles,74014010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,246,246,
SAN LUIS,Belgrano,Nogolí,74014020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,660,660,
SAN LUIS,Belgrano,San Pedro,74014040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,13,13,
SAN LUIS,Belgrano,Villa de la Quebrada,74014030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,513,513,
SAN LUIS,Belgrano,Villa General Roca,74014040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,283,283,
SAN LUIS,Chacabuco,Concarán,74028010,- 0,- 0,- 0,- 0,- 0,2,- 0,1.812,1.814,
SAN LUIS,Chacabuco,Cortaderas,74028020,- 0,- 0,- 0,5,- 0,- 0,- 0,891,896,
SAN LUIS,Chacabuco,Naschel,74028030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.125,1.125,
SAN LUIS,Chacabuco,Papagayos,74028040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,61,61,
SAN LUIS,Chacabuco,Renca,74028050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,106,106,
SAN LUIS,Chacabuco,San Pablo,74028060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,74,74,
SAN LUIS,Chacabuco,Tilisarao,74028070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.590,1.590,
SAN LUIS,Chacabuco,Villa del Carmen,74028080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,353,353,
SAN LUIS,Chacabuco,Villa Larca,74028090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,558,558,
SAN LUIS,Chacabuco,El Algarrobal,74028020,- 0,- 0,- 0,3,- 0,- 0,- 0,- 0,3,
SAN LUIS,Coronel Pringles,Carolina,74021010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,229,229,
SAN LUIS,Coronel Pringles,El Trapiche,74021020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.008,1.008,
SAN LUIS,Coronel Pringles,Fraga,74021030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,309,309,
SAN LUIS,Coronel Pringles,La Bajada,74021040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,72,72,
SAN LUIS,Coronel Pringles,La Florida,74021050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,87,87,
SAN LUIS,Coronel Pringles,La Toma,74021060,100,- 0,- 0,- 0,- 0,- 0,- 0,392,492,
SAN LUIS,Coronel Pringles,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,27,- 0,- 0,27,
SAN LUIS,Coronel Pringles,Río Grande,74021080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,187,187,
SAN LUIS,Coronel Pringles,Saladillo,74021090,- 0,- 0,- 0,1,- 0,- 0,- 0,1.987,1.988,
SAN LUIS,Coronel Pringles,El Durazno,74021060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,66,66,
SAN LUIS,General Pedernera,Juan Jorba,74035010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,28,28,
SAN LUIS,General Pedernera,Juan Llerena,74035020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,130,130,
SAN LUIS,General Pedernera,Justo Daract,74035030,175,- 0,4,- 0,- 0,- 0,- 0,3.880,4.059,
SAN LUIS,General Pedernera,La Punilla,74035040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,9,9,
SAN LUIS,General Pedernera,Lavaisse,74035050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,58,58,
SAN LUIS,General Pedernera,San José del Morro,74035060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,381,381,
SAN LUIS,General Pedernera,Villa Mercedes,74035070,1.789,29.276,85,4,14.585,- 0,- 0,10.179,55.918,
SAN LUIS,General Pedernera,Villa Salles,74035090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,27,27,
SAN LUIS,General Pedernera,La Angelina,74035040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.127,1.127,
SAN LUIS,Gobernador Dupuy,Anchorena,74042010,- 0,- 0,1,- 0,- 0,- 0,- 0,212,213,
SAN LUIS,Gobernador Dupuy,Arizona,74042020,- 0,- 0,3,- 0,- 0,- 0,- 0,257,260,
SAN LUIS,Gobernador Dupuy,Bagual,74042030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,64,64,
SAN LUIS,Gobernador Dupuy,Batavia,74042040,- 0,- 0,- 0,- 0,- 0,2,- 0,196,198,
SAN LUIS,Gobernador Dupuy,Buena Esperanza,74042050,- 0,- 0,1,- 0,- 0,1,- 0,961,963,
SAN LUIS,Gobernador Dupuy,Fortín El Patria,74042060,- 0,- 0,- 0,- 0,- 0,1,- 0,194,195,
SAN LUIS,Gobernador Dupuy,Fortuna,74042070,- 0,- 0,1,- 0,- 0,1,- 0,149,151,
SAN LUIS,Gobernador Dupuy,La Maroma,74042080,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
SAN LUIS,Gobernador Dupuy,Martín de Loyola,74042100,- 0,- 0,- 0,- 0,- 0,2,- 0,509,511,
SAN LUIS,Gobernador Dupuy,Nahuel Mapá,74042110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,20,20,
SAN LUIS,Gobernador Dupuy,Navia,74042120,- 0,- 0,- 0,- 0,- 0,2,- 0,83,85,
SAN LUIS,Gobernador Dupuy,Nueva Galia,74042130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,500,500,
SAN LUIS,Gobernador Dupuy,Unión,74042140,- 0,- 0,- 0,- 0,- 0,- 0,- 0,810,810,
SAN LUIS,Junín,Carpinteria,74049010,155,10,- 0,- 0,- 0,- 0,- 0,901,1.066,
SAN LUIS,Junín,Cerro de Oro,74049020,19,14,- 0,7,- 0,- 0,- 0,250,290,
SAN LUIS,Junín,Lafinur,74049030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,51,51,
SAN LUIS,Junín,Los Cajones,74049040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,64,64,
SAN LUIS,Junín,Los Molles,74049050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,54,54,
SAN LUIS,Junín,Merlo,74049060,1.286,62,- 0,211,- 0,- 0,- 0,5.089,6.648,
SAN LUIS,Junín,Santa Rosa del Conlara,74049070,142,- 0,- 0,- 0,- 0,- 0,- 0,1.875,2.017,
SAN LUIS,Junín,Talita,74049080,- 0,- 0,- 0,- 0,- 0,2,- 0,111,113,
SAN LUIS,La Capital,Alto Pelado,74056010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,71,71,
SAN LUIS,La Capital,Alto Pencoso,74056020,- 0,- 0,- 0,1,- 0,- 0,- 0,85,86,
SAN LUIS,La Capital,Balde,74056030,- 0,- 0,- 0,1,- 0,5,- 0,183,189,
SAN LUIS,La Capital,Beazley,74056040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,202,202,
SAN LUIS,La Capital,Cazador,74056050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,34,34,
SAN LUIS,La Capital,Chosmes,74056060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,9,9,
SAN LUIS,La Capital,Desaguadero,74056070,- 0,- 0,- 0,1,- 0,- 0,- 0,252,253,
SAN LUIS,La Capital,El Volcán,74056080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.067,1.067,
SAN LUIS,La Capital,Jarilla,74056090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,29,29,
SAN LUIS,La Capital,Juana Koslay,74056100,419,- 0,2,- 0,- 0,- 0,- 0,82,503,
SAN LUIS,La Capital,Potrero de los Funes,74056120,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.795,1.795,
SAN LUIS,La Capital,Salinas del Bebedero,74056130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,35,35,
SAN LUIS,La Capital,San Jerónimo,74056140,- 0,- 0,- 0,- 0,- 0,- 0,- 0,160,160,
SAN LUIS,La Capital,San Luis,74056150,2.774,1,84,5,84,2,- 0,18.447,21.397,
SAN LUIS,La Capital,Zanjitas,74056160,- 0,- 0,- 0,- 0,- 0,- 0,- 0,103,103,
SAN LUIS,La Capital,La Punta,74056105,- 0,- 0,- 0,7,- 0,- 0,- 0,- 0,7,
SAN LUIS,La Capital,Las Barrancas,74056070,- 0,- 0,- 0,- 0,- 0,1,- 0,55,56,
SAN LUIS,La Capital,Varela,74056140,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7,
SAN LUIS,La Capital,Boca Del Tigre,74056070,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
SAN LUIS,Libertador Grl. San Martín,La Ramada,74063020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2.144,2.144,
SAN LUIS,Libertador Grl. San Martín,La Vertiente,74063010,- 0,- 0,- 0,- 0,- 0,2,- 0,49,51,
SAN LUIS,Libertador Grl. San Martín,Las Aguadas,74063020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,98,98,
SAN LUIS,Libertador Grl. San Martín,Las Chacras,74063030,- 0,- 0,- 0,- 0,- 0,5,- 0,30,35,
SAN LUIS,Libertador Grl. San Martín,Las Lagunas,74063040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,27,27,
SAN LUIS,Libertador Grl. San Martín,Paso Grande,74063050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,183,183,
SAN LUIS,Libertador Grl. San Martín,Potrerillo,74063060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,59,59,
SAN LUIS,Libertador Grl. San Martín,San Martín,74063070,1,- 0,1,- 0,- 0,- 0,- 0,324,326,
SAN LUIS,Libertador Grl. San Martín,Villa de Praga,74063080,- 0,- 0,- 0,- 0,- 0,1,- 0,211,212,
SAN LUIS,Libertador Grl. San Martín,El Puesto,74063050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,11,
SAN LUIS,OTROS,OTROS,Sin Datos,- 0,- 0,- 0,- 0,70,- 0,- 0,- 0,70,
SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,78007010,612,618,2,- 0,1,1,- 0,62,1.296,
SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,78007020,683,- 0,4,- 0,1,2,- 0,- 0,690,
SANTA CRUZ,Deseado,Caleta Olivia,78014010,- 0,8.280,- 0,720,2,5,- 0,478,9.485,
SANTA CRUZ,Deseado,Cañadón Seco,78014020,- 0,- 0,- 0,2,- 0,3,- 0,118,123,
SANTA CRUZ,Deseado,Jaramillo,78014040,- 0,- 0,- 0,- 0,- 0,2,- 0,86,88,
SANTA CRUZ,Deseado,Las Heras,78014060,- 0,- 0,- 0,2.353,1,1,- 0,1.085,3.440,
SANTA CRUZ,Deseado,Pico Truncado,78014070,- 0,- 0,- 0,2.846,1,2,- 0,1.069,3.918,
SANTA CRUZ,Deseado,Puerto Deseado,78014080,1.488,- 0,9,- 0,10,12,- 0,- 0,1.519,
SANTA CRUZ,Deseado,Tellier,78014090,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
SANTA CRUZ,Güer Aike,28 de Noviembre,78021060,- 0,- 0,- 0,10,6,1,- 0,195,212,
SANTA CRUZ,Güer Aike,El Turbio (Est. Gobernador Mayer),78021010,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
SANTA CRUZ,Güer Aike,Río Gallegos,78021040,3.682,10.399,173,736,172,14,- 0,- 0,15.176,
SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,78021070,261,- 0,- 0,- 0,1,1,- 0,- 0,263,
SANTA CRUZ,Güer Aike,Mina 3,78021030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
SANTA CRUZ,Lago Argentino,El Calafate,78028010,2.595,- 0,- 0,3.717,1,7,- 0,618,6.938,
SANTA CRUZ,Lago Argentino,El Chaltén,78028020,- 0,- 0,- 0,431,1,3,- 0,2,437,
SANTA CRUZ,Lago Argentino,Tres Lagos,78028030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
SANTA CRUZ,Lago Buenos Aires,Los Antiguos,78035010,- 0,- 0,2,- 0,1,6,- 0,30,39,
SANTA CRUZ,Lago Buenos Aires,Perito Moreno,78035020,- 0,2.600,7,- 0,101,5,- 0,- 0,2.713,
SANTA CRUZ,Magallanes,Puerto San Julián,78042010,849,2.150,1,- 0,1,8,- 0,153,3.162,
SANTA CRUZ,Río Chico,Bajo Caracoles,78049010,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
SANTA CRUZ,Río Chico,Gobernador Gregores,78049020,- 0,- 0,- 0,- 0,1,5,- 0,- 0,6,
SANTA FE,9 de Julio,Esteban Rams,82077010,- 0,- 0,- 0,- 0,- 0,2,- 0,35,37,
SANTA FE,9 de Julio,Gato Colorado,82077020,- 0,- 0,- 0,- 0,- 0,4,- 0,- 0,4,
SANTA FE,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),82077030,- 0,- 0,- 0,- 0,- 0,3,- 0,144,147,
SANTA FE,9 de Julio,Logroño,82077040,1,- 0,- 0,- 0,- 0,- 0,- 0,47,48,
SANTA FE,9 de Julio,Montefiore,82077050,- 0,- 0,- 0,- 0,- 0,1,- 0,17,18,
SANTA FE,9 de Julio,Pozo Borrado,82077060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,127,127,
SANTA FE,9 de Julio,San Bernardo,82077065,- 0,- 0,- 0,- 0,- 0,- 0,- 0,109,109,
SANTA FE,9 de Julio,Santa Margarita,82077070,- 0,- 0,- 0,- 0,- 0,5,- 0,96,101,
SANTA FE,9 de Julio,Tostado,82077080,1.328,6,- 0,- 0,- 0,2,- 0,1.752,3.088,
SANTA FE,9 de Julio,Villa Minetti,82077090,- 0,- 0,- 0,1,- 0,5,- 0,264,270,
SANTA FE,Belgrano,Armstrong,82007010,1.245,- 0,- 0,99,- 0,- 0,- 0,37,1.381,
SANTA FE,Belgrano,Bouquet,82007020,388,- 0,- 0,- 0,- 0,- 0,- 0,1,389,
SANTA FE,Belgrano,Las Parejas,82007030,1.297,154,- 0,- 0,- 0,- 0,- 0,124,1.575,
SANTA FE,Belgrano,Las Rosas,82007040,1.358,2.308,- 0,225,- 0,- 0,- 0,33,3.924,
SANTA FE,Belgrano,Montes de Oca,82007050,591,- 0,- 0,- 0,168,1,- 0,43,803,
SANTA FE,Belgrano,Tortugas,82007060,177,- 0,- 0,- 0,- 0,1,- 0,- 0,178,
SANTA FE,Caseros,Arequito,82014010,71,2.241,- 0,- 0,- 0,- 0,- 0,- 0,2.312,
SANTA FE,Caseros,Arteaga,82014020,73,868,- 0,- 0,- 0,- 0,- 0,87,1.028,
SANTA FE,Caseros,Beravebú,82014030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,346,346,
SANTA FE,Caseros,Bigand,82014040,550,1.065,- 0,- 0,- 0,- 0,- 0,- 0,1.615,
SANTA FE,Caseros,Casilda,82014050,4.277,1.873,- 0,886,- 0,- 0,- 0,1.129,8.165,
SANTA FE,Caseros,Chabás,82014060,638,- 0,- 0,- 0,850,- 0,- 0,13,1.501,
SANTA FE,Caseros,Chañar Ladeado,82014070,76,808,- 0,401,- 0,- 0,- 0,- 0,1.285,
SANTA FE,Caseros,Gödeken,82014080,- 0,531,- 0,1,- 0,- 0,- 0,- 0,532,
SANTA FE,Caseros,Los Molinos,82014090,27,507,- 0,- 0,- 0,- 0,- 0,- 0,534,
SANTA FE,Caseros,Los Nogales,82014100,- 0,44,- 0,- 0,- 0,- 0,- 0,- 0,44,
SANTA FE,Caseros,Los Quirquinchos,82014110,- 0,- 0,- 0,- 0,2,- 0,- 0,778,780,
SANTA FE,Caseros,San José de la Esquina,82014120,135,1.976,- 0,- 0,- 0,- 0,- 0,1,2.112,
SANTA FE,Caseros,Sanford,82014130,88,- 0,- 0,378,- 0,- 0,- 0,- 0,466,
SANTA FE,Caseros,Villada,82014140,98,1,- 0,- 0,5,- 0,- 0,- 0,104,
SANTA FE,Castellanos,Aldao (Est. Casablanca),82021010,30,- 0,- 0,662,- 0,- 0,- 0,60,752,
SANTA FE,Castellanos,Angélica,82021020,600,- 0,- 0,- 0,- 0,- 0,- 0,9,609,
SANTA FE,Castellanos,Ataliva,82021030,295,10,- 0,89,- 0,- 0,- 0,183,577,
SANTA FE,Castellanos,Aurelia,82021040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,4,4,
SANTA FE,Castellanos,Bauer y Sigel,82021060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,- 0,- 0,
SANTA FE,Castellanos,Bella Italia,82021070,37,316,- 0,2,- 0,- 0,- 0,4,359,
SANTA FE,Castellanos,Castellanos,82021080,- 0,1,- 0,- 0,- 0,- 0,- 0,5,6,
SANTA FE,Castellanos,Colonia Bicha,82021090,72,- 0,- 0,138,- 0,- 0,- 0,- 0,210,
SANTA FE,Castellanos,Colonia Cello,82021100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,29,29,
SANTA FE,Castellanos,Colonia Margarita,82021110,- 0,10,- 0,- 0,- 0,- 0,- 0,- 0,10,
SANTA FE,Castellanos,Colonia Raquel,82021120,31,- 0,- 0,185,- 0,- 0,- 0,3,219,
SANTA FE,Castellanos,Coronel Fraga,82021130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,49,49,
SANTA FE,Castellanos,Esmeralda,82021150,- 0,82,- 0,- 0,- 0,- 0,- 0,- 0,82,
SANTA FE,Castellanos,Estación Clucellas,82021160,- 0,179,- 0,- 0,- 0,- 0,- 0,4,183,
SANTA FE,Castellanos,Estación Saguier,82021170,- 0,11,- 0,- 0,- 0,- 0,- 0,3,14,
SANTA FE,Castellanos,Eusebia y Carolina,82021180,27,- 0,- 0,130,- 0,- 0,- 0,- 0,157,
SANTA FE,Castellanos,Eustolia,82021190,- 0,- 0,- 0,- 0,- 0,- 0,- 0,4,4,
SANTA FE,Castellanos,Humberto Primo,82021220,212,53,- 0,33,- 0,- 0,- 0,262,560,
SANTA FE,Castellanos,Josefina,82021230,28,77,- 0,- 0,- 0,- 0,- 0,1,106,
SANTA FE,Castellanos,Lehmann,82021240,196,376,- 0,166,- 0,- 0,- 0,- 0,738,
SANTA FE,Castellanos,María Juana,82021250,788,81,- 0,620,- 0,- 0,- 0,60,1.549,
SANTA FE,Castellanos,Plaza Clucellas,82021270,45,283,- 0,- 0,- 0,- 0,- 0,- 0,328,
SANTA FE,Castellanos,Plaza Saguier,82021280,- 0,51,- 0,- 0,- 0,- 0,- 0,- 0,51,
SANTA FE,Castellanos,Presidente Roca,82021290,- 0,137,- 0,1,- 0,- 0,- 0,5,143,
SANTA FE,Castellanos,Pueblo Marini,82021300,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,11,
SANTA FE,Castellanos,Rafaela,82021310,2.889,23.060,- 0,4.199,6,2,- 0,1.497,31.653,
SANTA FE,Castellanos,Ramona,82021320,1,- 0,- 0,- 0,- 0,- 0,- 0,327,328,
SANTA FE,Castellanos,San Antonio,82021330,- 0,10,- 0,- 0,- 0,- 0,- 0,59,69,
SANTA FE,Castellanos,San Vicente,82021340,770,1.334,- 0,- 0,- 0,- 0,- 0,42,2.146,
SANTA FE,Castellanos,Santa Clara de Saguier,82021350,163,107,- 0,- 0,- 0,- 0,- 0,218,488,
SANTA FE,Castellanos,Sunchales,82021360,1.112,21,1,6.364,- 0,- 0,- 0,67,7.565,
SANTA FE,Castellanos,Susana,82021370,- 0,- 0,- 0,317,- 0,- 0,- 0,78,395,
SANTA FE,Castellanos,Tacural,82021380,437,- 0,- 0,467,- 0,- 0,- 0,- 0,904,
SANTA FE,Castellanos,Vila,82021390,419,- 0,- 0,- 0,- 0,- 0,- 0,- 0,419,
SANTA FE,Castellanos,Villa San José,82021410,- 0,53,- 0,- 0,- 0,- 0,- 0,31,84,
SANTA FE,Castellanos,Virginia,82021420,- 0,- 0,- 0,- 0,- 0,- 0,- 0,9,9,
SANTA FE,Castellanos,Zenón Pereyra,82021430,- 0,53,- 0,- 0,- 0,- 0,- 0,- 0,53,
SANTA FE,Castellanos,Frontera,82021200,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
SANTA FE,Constitución,Alcorta,82028010,223,1.261,- 0,550,- 0,- 0,- 0,353,2.387,
SANTA FE,Constitución,Bombal,82028040,495,246,- 0,200,- 0,- 0,- 0,- 0,941,
SANTA FE,Constitución,Empalme Villa Constitución,82028070,660,- 0,- 0,- 0,- 0,- 0,- 0,- 0,660,
SANTA FE,Constitución,Godoy,82028100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,150,150,
SANTA FE,Constitución,Juan B. Molina,82028110,350,- 0,- 0,- 0,- 0,- 0,- 0,1,351,
SANTA FE,Constitución,Juncal,82028120,480,- 0,- 0,- 0,- 0,- 0,- 0,- 0,480,
SANTA FE,Constitución,La Vanguardia,82028130,- 0,- 0,- 0,86,- 0,- 0,- 0,- 0,86,
SANTA FE,Constitución,Máximo Paz (Est. Paz),82028140,647,321,- 0,- 0,- 0,- 0,- 0,252,1.220,
SANTA FE,Constitución,Pavón,82028150,104,- 0,- 0,- 0,- 0,- 0,- 0,- 0,104,
SANTA FE,Constitución,Pavón Arriba,82028160,- 0,- 0,- 0,387,- 0,- 0,- 0,25,412,
SANTA FE,Constitución,Rueda,82028180,- 0,- 0,- 0,- 0,- 0,- 0,- 0,72,72,
SANTA FE,Constitución,Santa Teresa,82028190,169,296,- 0,656,- 0,- 0,- 0,101,1.222,
SANTA FE,Constitución,Sargento Cabral,82028200,- 0,- 0,- 0,326,- 0,- 0,- 0,102,428,
SANTA FE,Constitución,Villa Constitución,82028230,5.033,1.967,- 0,61,- 0,- 0,- 0,1.355,8.416,
SANTA FE,Constitución,Peyrano,82028170,- 0,670,- 0,- 0,- 0,- 0,- 0,- 0,670,
SANTA FE,Constitución,Cepeda,82028060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,25,25,
SANTA FE,Constitución,General Gelly,82028090,189,- 0,- 0,- 0,- 0,- 0,- 0,4,193,
SANTA FE,Garay,Cayastá,82035010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,428,428,
SANTA FE,Garay,Helvecia,82035020,- 0,440,- 0,- 0,- 0,- 0,- 0,205,645,
SANTA FE,Garay,Saladero Mariano Cabal,82035040,- 0,- 0,- 0,- 0,- 0,1,- 0,64,65,
SANTA FE,Garay,Santa Rosa de Calchines,82035050,76,941,- 0,- 0,- 0,- 0,- 0,- 0,1.017,
SANTA FE,Garay,Los Zapallos,82035030,- 0,67,- 0,- 0,67,- 0,- 0,- 0,134,
SANTA FE,General López,Aarón Castellanos (Est. Castellanos),82042010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,36,36,
SANTA FE,General López,Amenábar,82042020,158,- 0,- 0,- 0,- 0,- 0,- 0,80,238,
SANTA FE,General López,Cafferata,82042030,246,- 0,- 0,1,- 0,- 0,- 0,- 0,247,
SANTA FE,General López,Cañada del Ucle,82042040,222,- 0,- 0,- 0,- 0,- 0,- 0,200,422,
SANTA FE,General López,Carmen,82042050,- 0,- 0,- 0,- 0,40,- 0,- 0,100,140,
SANTA FE,General López,Carreras,82042060,- 0,1,- 0,- 0,- 0,- 0,- 0,274,275,
SANTA FE,General López,Chapuy,82042070,- 0,1,- 0,- 0,- 0,- 0,- 0,- 0,1,
SANTA FE,General López,Chovet,82042080,- 0,1,- 0,- 0,- 0,1,- 0,- 0,2,
SANTA FE,General López,Christophersen,82042090,- 0,- 0,- 0,15,- 0,- 0,- 0,78,93,
SANTA FE,General López,Diego de Alvear,82042100,206,- 0,- 0,64,- 0,- 0,- 0,108,378,
SANTA FE,General López,Elortondo,82042110,510,- 0,- 0,- 0,- 0,- 0,- 0,- 0,510,
SANTA FE,General López,Firmat,82042120,281,1.488,- 0,3.305,- 0,- 0,- 0,- 0,5.074,
SANTA FE,General López,Hughes,82042130,- 0,- 0,- 0,1.190,- 0,- 0,- 0,- 0,1.190,
SANTA FE,General López,La Chispa,82042140,- 0,- 0,- 0,- 0,- 0,- 0,- 0,71,71,
SANTA FE,General López,Maggiolo,82042170,80,- 0,- 0,- 0,- 0,- 0,- 0,53,133,
SANTA FE,General López,María Teresa,82042180,26,1.012,- 0,- 0,1,- 0,- 0,30,1.069,
SANTA FE,General López,Melincué (Est. San Urbano),82042190,- 0,- 0,- 0,- 0,- 0,- 0,- 0,201,201,
SANTA FE,General López,Miguel Torres,82042200,- 0,1,- 0,- 0,- 0,- 0,- 0,- 0,1,
SANTA FE,General López,Murphy,82042210,- 0,- 0,- 0,717,- 0,- 0,- 0,- 0,717,
SANTA FE,General López,Rufino,82042220,1.432,3,- 0,5.103,- 0,- 0,- 0,- 0,6.538,
SANTA FE,General López,San Eduardo,82042230,205,- 0,- 0,84,- 0,- 0,- 0,- 0,289,
SANTA FE,General López,San Francisco de Santa Fe,82042240,- 0,- 0,- 0,45,- 0,1,- 0,- 0,46,
SANTA FE,General López,San Gregorio,82042250,43,- 0,- 0,1.013,- 0,- 0,- 0,118,1.174,
SANTA FE,General López,Sancti Spiritu,82042260,320,- 0,- 0,- 0,- 0,1,- 0,707,1.028,
SANTA FE,General López,Santa Isabel,82042270,214,- 0,- 0,923,- 0,1,- 0,- 0,1.138,
SANTA FE,General López,Teodelina,82042280,- 0,935,- 0,- 0,- 0,- 0,- 0,165,1.100,
SANTA FE,General López,Venado Tuerto,82042290,2.258,25.656,- 0,1.435,380,1,- 0,77,29.807,
SANTA FE,General López,Villa Cañás,82042300,715,1.195,- 0,349,4,- 0,- 0,211,2.474,
SANTA FE,General López,Wheelwright,82042310,- 0,- 0,- 0,1.374,3,1,- 0,15,1.393,
SANTA FE,General López,Labordeboy,82042150,215,- 0,- 0,- 0,- 0,- 0,- 0,- 0,215,
SANTA FE,General Obligado,Avellaneda (Est. Ewald),82049020,3,12,- 0,3.578,750,- 0,- 0,1.141,5.484,
SANTA FE,General Obligado,Berna,82049030,- 0,- 0,- 0,- 0,10,- 0,- 0,48,58,
SANTA FE,General Obligado,El Araza,82049040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,126,126,
SANTA FE,General Obligado,El Rabón,82049050,- 0,65,- 0,- 0,- 0,1,- 0,80,146,
SANTA FE,General Obligado,Florencia,82049060,268,136,- 0,- 0,- 0,1,- 0,188,593,
SANTA FE,General Obligado,Guadalupe Norte,82049070,87,- 0,- 0,- 0,- 0,- 0,- 0,- 0,87,
SANTA FE,General Obligado,Ingeniero Chanourdie,82049080,- 0,- 0,- 0,- 0,- 0,1,- 0,85,86,
SANTA FE,General Obligado,La Isleta,82049090,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
SANTA FE,General Obligado,La Sarita,82049100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,85,85,
SANTA FE,General Obligado,Las Garzas,82049120,92,- 0,- 0,- 0,- 0,- 0,- 0,- 0,92,
