Provincia,Partido,Localidad,Link Indec,Otros,"0,256 mbps","0,375 mbps","0,5 mbps","0,512 mbps","0,625 mbps","0,75 mbps",1 mbps,"1,25 mbps","1,5 mbps",2 mbps,"2,2 mbps","2,5 mbps",3 mbps,"3,3 mbps","3,5 mbps",4 mbps,"4,5 mbps",5 mbps,6 mbps,"6,4 mbps",7 mbps,"7,5 mbps",8 mbps,9 mbps,10 mbps,11 mbps,12 mbps,13 mbps,14 mbps,15 mbps,16 mbps,17 mbps,18 mbps,19 mbps,20 mbps,21 mbps,22 mbps,23 mbps,24 mbps,25 mbps,"25,1 mbps","25,11 mbps","25,5 mbps",26 mbps,30 mbps,31 mbps,32 mbps,34 mbps,35 mbps,36 mbps,38 mbps,39 mbps,40 mbps,41 mbps,45 mbps,46 mbps,49 mbps,50 mbps,55 mbps,58 mbps,59 mbps,60 mbps,61 mbps,62 mbps,64 mbps,65 mbps,66 mbps,70 mbps,75 mbps,78 mbps,80 mbps,82 mbps,83 mbps,85 mbps,90 mbps,92 mbps,95 mbps,100 mbps
SANTA FE,Castellanos,Colonia Bicha,82021090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,86
SANTA FE,Castellanos,Colonia Cello,82021100,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Colonia Margarita,82021110,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Colonia Raquel,82021120,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,135
SANTA FE,Castellanos,Coronel Fraga,82021130,,,,,,,,,,,,,,,,,,,,27,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Esmeralda,82021150,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Estación Clucellas,82021160,,,,,,,,,,,,,,,,,,,4,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Estación Saguier,82021170,,,,,,,,,,,,,,,,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Eusebia y Carolina,82021180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,84
SANTA FE,Castellanos,Eustolia,82021190,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Frontera,82021200,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Humberto Primo,82021220,,,,,,,,1,,,,,,30,,,,,10,219,,1,,,,177,,,,,32,,,,,81,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Josefina,82021230,,,,,,,,,,,,,,1,,,,,1,81,,,,,,20,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Lehmann,82021240,,,,,,,,,,,,,,246,,,,,0,135,,,,,,185,,,,,98,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
SANTA FE,Castellanos,María Juana,82021250,,,,,,,,,,,,,,,,,,,,,,788,,,,756,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Plaza Clucellas,82021270,,,,,,,,1,,,,,,,,,,,,288,,,,,,29,,,,,9,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Plaza Saguier,82021280,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Presidente Roca,82021290,,,,,,,,,,,,,,,,,,,5,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SANTA FE,Castellanos,Pueblo Marini,82021300,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Rafaela,82021310,2,,,1,1,,1,161,,,2,,,260,,3,151,,"1,199",676,,106,,1,,529,,308,41,,"1,393",,,21,,191,,,,,"4,900",,,,,15,,,,,,,,1,,,,,"10,274",,,,,,,,,,,,,,,,,,,,"10,642"
SANTA FE,Castellanos,Ramona,82021320,,,,,,,,,,,,,,,,,,,327,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,San Antonio,82021330,,,,,,,,,,,,,,,,,,,59,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,San Vicente,82021340,,,,,,,,168,,,,,,453,,,,,155,,,,,,,"1,188",,,,,,,,,,116,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Santa Clara de Saguier,82021350,,,,,,,,8,,,,,,4,,,,,218,128,,,,,,110,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Sunchales,82021360,40,,,2,,,,18,,,,,,21,,,17,,7,178,,18,,25,,327,,1,90,,430,7,,,,3,,,,,8,,,,,,,,,,,,,,,,,,"5,188",,,,,,,,,,,,,,,,,,,,"1,035"
SANTA FE,Castellanos,Susana,82021370,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,302
SANTA FE,Castellanos,Tacural,82021380,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,,,,,,,,,345
SANTA FE,Castellanos,Vila,82021390,,,,,,,,,,,,,,,,,,,,,,,,,,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Villa San José,82021410,,,,,,,,,,,,,,,,,,,31,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Virginia,82021420,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Zenón Pereyra,82021430,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Alcorta,82028010,,,,,,,,1,,,,,,,,,,,,39,,,,,,"2,097",,,,,5,,,,,243,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Bombal,82028040,,,,,,,,,,,,,,,,,,,,761,,,,,,160,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Cepeda,82028060,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Empalme Villa Constitución,82028070,,,,,,,,6,,,,,,13,,,,,,90,,,,,,467,,,,,71,,,,,12,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,General Gelly,82028090,,,,,,,,,,,,,,,,,,,190,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Godoy,82028100,,,,,,,,,,,10,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Juan B. Molina,82028110,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Juncal,82028120,,,,,,,,,,,,,,,,,,,,171,,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,La Vanguardia,82028130,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Máximo Paz (Est. Paz),82028140,,,,,,,,,,,,,,,,,,,,293,,,,,,927,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Pavón,82028150,,,,,,,,,,,,,,1,,,,,,15,,,,,,71,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Pavón Arriba,82028160,,,,,,,,,,,,,,,,,,,116,,,,,,,336,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Peyrano,82028170,,,,,,,,,,,,,,,,,,,,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Rueda,82028180,,,,,,,,,,,50,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Santa Teresa,82028190,,,,,,,,2,,,,,,3,,,,,179,29,,,,,,718,,,,,26,,,,,115,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,2
SANTA FE,Constitución,Sargento Cabral,82028200,,,,,,,,,,,,,,,,,,,,,,,,,,402,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Villa Constitución,82028230,"1,355",,,,,,,134,,,,,,391,,,,,,"1,440",,,,,,"2,717",,55,,,314,,,2,,44,,,,,78,,,,,4,,,,,,,,,,,,,961,,,,,,,,,,,,,,,,,,,,858
SANTA FE,Garay,Cayastá,82035010,,,,,,,,36,,,76,,,240,,,,,68,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Garay,Helvecia,82035020,,,,,,,,,,,400,,,205,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Garay,Los Zapallos,82035030,,,,,,,,14,,,17,,,8,,,,,92,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Garay,Saladero Mariano Cabal,82035040,1,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Garay,Santa Rosa de Calchines,82035050,,,,,,,,185,,,162,,,237,,,,,251,7,,,,109,,59,,,,,6,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Aarón Castellanos (Est. Castellanos),82042010,,,,,8,,,7,,,14,,,1,,,,,1,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Amenábar,82042020,,,,,,,,,,,,,,84,,,,,,22,,,,,,112,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Cafferata,82042030,1,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Cañada del Ucle,82042040,,,,,,,,,,,,,,200,,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Carmen,82042050,40,,,,,,,,,,,,,82,,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Carreras,82042060,,,,,,,,,,,,,,,,,,,,1,,,,,,269,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Chapuy,82042070,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Chovet,82042080,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Christophersen,82042090,,3,,,7,,,35,,,33,,,2,,,,,10,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Diego de Alvear,82042100,,6,,206,9,,,13,,,20,,,,,55,,,2,,,,,,,60,,,,,,,,,,4,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Elortondo,82042110,,,,,,,,10,,,,,,11,,,,,,98,,,,,,335,,,,,55,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Firmat,82042120,2,,,,,,,709,,,,,,69,,1,,,,724,,,,,,"1,326",,7,,,60,,,,,10,,,,,115,,,,,3,,,,,,,,,,,,,"1,360",,,,,,,,,,,,,,,,,,,,662
SANTA FE,General López,Hughes,82042130,,,,,,,,,,,,,,,,,,,,"1,011",,,,,,119,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,La Chispa,82042140,,,,,,,,,,,,,,64,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Labordeboy,82042150,,,,,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Maggiolo,82042170,3,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,María Teresa,82042180,,1,,,9,,,12,,,5,,,820,,,,,201,7,,,,,,13,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Melincué (Est. San Urbano),82042190,,,,,,,,,,,,,,124,,,,,74,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Miguel Torres,82042200,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Murphy,82042210,,,,,,,,,,,,,,550,,,,,154,,,,,,,12,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Rufino,82042220,,,,,,,,45,,,12,,,125,,,21,,,"3,677",,,,"1,451",,679,,341,,,90,,,,,46,,,,,,,,,,23,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,14
SANTA FE,General López,San Eduardo,82042230,,,,,,,,,,,,,,,,,,,231,,,,,,,31,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,San Francisco de Santa Fe,82042240,,,,1,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,San Gregorio,82042250,96,20,,,61,,,39,,,32,,,,,,,,80,,,,,,,816,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Sancti Spiritu,82042260,,,,1,,,,,,,,,,,,,,,828,,,160,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Santa Isabel,82042270,,,,1,,,,3,,,,,,1,,,,,,38,,,,,,932,,,,,22,,,,,106,,,,,,,,,,23,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Teodelina,82042280,,,,,,,,164,,,,,,935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Venado Tuerto,82042290,381,,,,,,,184,,,2,,,301,,,,,1,672,,,,,,"4,806",,240,,,184,,,5,,"2,676",,,,,"1,937",,,,,"1,289",,,,,,,,"1,431",,,,,"5,650",,,,416,,,,,,,,,,,,,,,,"6,259"
SANTA FE,General López,Villa Cañás,82042300,,,,,,,,10,,,"1,199",,,150,,,,,75,371,,,,,,571,,,,,70,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Wheelwright,82042310,,,,1,,,,14,,,1,,,,,,,,,,,,,1,,,,"1,098",,,,1,,,,91,,,,,1,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Arroyo Ceibal,82049010,,,,,,,,15,,,,,,69,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Avellaneda (Est. Ewald),82049020,750,,,,,,,161,,,,,,606,,,,,298,,,23,,,,23,,,,,,,,,,34,,,,,100,,,,,890,,,,,,,,,,,,,791,,,,,,,,,,,,,952,,,,,,,778
SANTA FE,General Obligado,Berna,82049030,10,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,El Araza,82049040,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,El Rabón,82049050,,,,1,,,,,,,,,,80,,,,,,64,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Florencia,82049060,,,,1,,,,2,,,,,,5,,,,,,158,,,,,4,386,,,,,36,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Guadalupe Norte,82049070,,,,,,,,3,,,,,,1,,,,,,8,,,,,,61,,,,,13,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Ingeniero Chanourdie,82049080,,,,1,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,La Isleta,82049090,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,La Sarita,82049100,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Lanteri,82049110,,,,,,,,77,,,,,,161,,,,,31,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Las Garzas,82049120,,,,,,,,2,,,,,,1,,,,,,11,,,,,,63,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Las Toscas,82049130,,,,,1,,,,,,,,,725,,,,,,"1,298",,,,,32,135,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Los Laureles,82049140,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Malabrigo,82049150,160,,,,,,,113,,,,,,95,,,,,193,22,,101,,,,153,,,,,25,,,,,104,,,,,,,,,,183,,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Paraje San Manuel,82049160,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Reconquista,82049180,800,,,1,,,,398,,,,,,"1,297",,,,,785,817,,81,,,1,556,,147,,,"1,583",,,,,"3,134",,,,,"1,208",,,,,"8,116",,,,,,,,,,85,,,"3,714",,,,,,,,,,,,,653,,,,,,,"3,400"
SANTA FE,General Obligado,San Antonio de Obligado,82049190,,,,6,,,,,,,,,,125,,,,,,132,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Tacuarendí (Emb. Kilómetro 421),82049200,,,,,,,,,,,,,,103,,,,,,115,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Villa Ana,82049210,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Villa Guillermina,82049220,,,,1,,,,,,,,,,220,,,,,,187,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Villa Ocampo,82049230,,,,1,,,,,,,,,,,,,,,"1,397",,,,,,,"2,255",,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Barrio Cicarelli,82056010,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Bustinza,82056020,,,,,,,,,,,,,,,,,,,,,,,,,,287,,,,,90,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Cañada de Gómez,82056030,3,,,,,,,42,,,1,,,133,,1,,,,505,,413,,25,,512,,267,,,73,,,3,,10,,,,39,139,,,,,9,,,,,18,,,,,,,,"5,330",,,,,,,,,,,,,,,,,,,,"1,590"
SANTA FE,Iriondo,Carrizales (Est. Clarke),82056040,2,,,,,,,1,,,,,,,,,,,393,,,,,45,,,,16,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Classon,82056050,,,,,,,,,,,,,,,,,,,,,,,,21,,87,,,,,,,,,,10,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Colonia Médici,82056060,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Correa,82056070,,,,,,,,5,,,,,,1,,,,,,16,,,,,,79,,"1,399",,,13,,,,,235,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Larguía,82056080,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Lucio V. López,82056090,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Oliveros,82056100,"1,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Pueblo Andino,82056110,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,399,,,,,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Salto Grande,82056120,,,,,,,,,,,42,,,,,,,,269,,,,,145,,97,,,,,,,,,,23,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Serodino,82056130,,,,,,,,2,,,,,,3,,,,,1,46,,,,124,,155,,,,,21,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Totoras,82056140,,,,,,,,15,,,,,,4,,,,,1,69,,,,,,406,,,,,662,,,,,27,,,,,,,,,,247,,,,,,,,,,,,,158,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Villa Eloísa,82056150,37,,,,,,,,,,19,,,,,,45,,2,510,,,,,,87,,158,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Villa La Rivera (Oliveros),82056160,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Villa La Rivera (Pueblo Andino),82056170,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,Angel Gallardo,82063010,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,Arroyo Aguiar,82063020,1,,,,,,,1,,,,,,,,,,,,13,,,,,,110,,,,,12,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
